src,dst,dist
"v52909","v6820",22
"v52909","v9504",99
"v52909","v28410",39
"v52909","v47413",100
"v52909","v52042",55
"v52909","v52943",70
"v52909","v52944",7
"v52909","v52945",72
"v52909","v52946",100
"v52911","v944",25
"v52911","v6819",9
"v52911","v7986",2
"v52911","v23638",24
"v52911","v30705",81
"v52911","v34087",41
"v52911","v52947",61
"v52911","v52948",61
"v52911","v52949",68
"v52911","v52950",47
"v52915","v6807",70
"v52915","v16125",88
"v52915","v35719",82
"v52915","v44666",75
"v52915","v51999",60
"v52915","v53508",82
"v52915","v54777",47
"v52915","v54778",40
"v52915","v54779",39
"v52915","v54780",73
"v52916","v9227",15
"v52916","v30237",70
"v52916","v35729",97
"v52916","v46613",96
"v52916","v51819",90
"v52916","v54825",89
"v52916","v54826",32
"v52916","v54827",15
"v52916","v54828",45
"v52916","v54829",75
"v52918","v239",42
"v52918","v5702",46
"v52918","v15488",62
"v52918","v16872",31
"v52918","v19493",40
"v52918","v34498",62
"v52918","v41403",84
"v52918","v54830",52
"v52918","v54831",3
"v52918","v54832",29
"v52920","v8908",94
"v52920","v18367",65
"v52920","v21725",85
"v52920","v42876",56
"v52920","v44025",82
"v52920","v44133",81
"v52920","v53104",5
"v52920","v53105",28
"v52920","v53106",60
"v52920","v53107",82
"v52930","v1042",22
"v52930","v23679",89
"v52930","v27084",61
"v52930","v36190",25
"v52930","v40429",53
"v52930","v48625",89
"v52930","v49092",7
"v52930","v51969",75
"v52930","v53303",31
"v52931","v21568",24
"v52931","v40870",69
"v52931","v49247",79
"v52931","v52055",1
"v52931","v53304",15
"v52931","v53305",59
"v52931","v53306",88
"v52931","v53307",60
"v52931","v53308",38
"v52933","v1466",20
"v52933","v2313",84
"v52933","v4491",93
"v52933","v4659",4
"v52933","v8994",41
"v52933","v12863",49
"v52933","v12871",25
"v52933","v15089",80
"v52933","v16719",7
"v52933","v18479",80
"v52933","v20027",18
"v52933","v20215",71
"v52933","v20662",90
"v52933","v24521",70
"v52933","v26858",91
"v52933","v28077",87
"v52933","v28651",97
"v52933","v28998",73
"v52933","v33208",7
"v52933","v34278",10
"v52933","v39671",37
"v52933","v41021",48
"v52933","v41452",19
"v52933","v42466",11
"v52933","v47709",9
"v52933","v50009",93
"v52933","v50979",16
"v52933","v52223",71
"v52933","v52597",62
"v52933","v52876",67
"v52933","v53480",23
"v52933","v53481",31
"v52933","v53482",24
"v52933","v53483",80
"v52933","v53484",75
"v52936","v6128",58
"v52936","v16686",38
"v52936","v18359",33
"v52936","v24510",86
"v52936","v29395",2
"v52936","v32482",62
"v52936","v39820",99
"v52936","v44822",47
"v52936","v51173",99
"v52936","v53485",43
"v52938","v698",77
"v52938","v1739",72
"v52938","v9773",7
"v52938","v12048",57
"v52938","v42934",87
"v52938","v53731",45
"v52938","v53732",92
"v52938","v53733",89
"v52938","v53734",61
"v52938","v53735",77
"v52941","v13273",37
"v52941","v17146",75
"v52941","v30019",63
"v52941","v34895",86
"v52941","v38295",6
"v52941","v39670",29
"v52941","v44259",2
"v52941","v52505",70
"v52941","v53736",21
"v52941","v53737",66
"v52944","v14464",52
"v52944","v22058",82
"v52944","v34319",84
"v52944","v41814",17
"v52944","v46386",50
"v52944","v48013",73
"v52944","v53407",91
"v52944","v53408",1
"v52944","v53409",33
"v52944","v53410",80
"v52949","v5855",93
"v52949","v20666",75
"v52949","v34642",50
"v52949","v40709",13
"v52949","v48942",40
"v52949","v54867",36
"v52949","v54868",90
"v52949","v54869",31
"v52949","v54870",79
"v52949","v54871",56
"v52950","v2568",8
"v52950","v5783",5
"v52950","v19830",92
"v52950","v26959",92
"v52950","v42766",57
"v52950","v48469",11
"v52950","v53845",61
"v52950","v54872",70
"v52950","v54873",94
"v52950","v54874",12
"v52951","v6889",90
"v52951","v8098",32
"v52951","v12881",19
"v52951","v42762",79
"v52951","v43520",72
"v52951","v52543",55
"v52951","v53212",72
"v52951","v53213",97
"v52951","v53214",7
"v52951","v53215",83
"v52952","v585",22
"v52952","v16651",46
"v52952","v18480",5
"v52952","v24045",51
"v52952","v35983",30
"v52952","v36141",84
"v52952","v50148",15
"v52952","v50412",61
"v52952","v51987",95
"v52952","v53216",46
"v52955","v1869",42
"v52955","v15194",42
"v52955","v17681",34
"v52955","v19796",94
"v52955","v30068",67
"v52955","v34183",54
"v52955","v48099",49
"v52955","v49731",95
"v52955","v53217",2
"v52955","v53218",70
"v52960","v2463",73
"v52960","v7683",35
"v52960","v19271",22
"v52960","v30568",42
"v52960","v48605",12
"v52960","v53927",9
"v52960","v53928",21
"v52960","v53929",93
"v52960","v53930",50
"v52963","v14942",85
"v52963","v19293",39
"v52963","v37489",51
"v52963","v42015",1
"v52963","v53257",61
"v52963","v53258",8
"v52963","v53259",68
"v52963","v53260",40
"v52963","v53261",59
"v52963","v53262",90
"v52973","v17182",33
"v52973","v19876",69
"v52973","v20927",27
"v52973","v31089",74
"v52973","v49566",29
"v52973","v50221",65
"v52973","v51600",38
"v52973","v53071",49
"v52973","v53072",88
"v52973","v53073",98
"v52975","v4233",30
"v52975","v7005",10
"v52975","v7336",70
"v52975","v11531",16
"v52975","v25478",18
"v52975","v31853",54
"v52975","v38618",17
"v52975","v51356",63
"v52975","v53074",21
"v52975","v53075",83
"v52978","v6607",82
"v52978","v8379",2
"v52978","v8750",55
"v52978","v50979",83
"v52978","v52977",33
"v52981","v2216",27
"v52981","v2527",35
"v52981","v2569",17
"v52981","v3544",83
"v52981","v4032",32
"v52981","v10350",31
"v52981","v11145",60
"v52981","v16492",85
"v52981","v18543",99
"v52981","v28650",81
"v52981","v31334",81
"v52981","v31459",43
"v52981","v31923",50
"v52981","v35624",53
"v52981","v36553",84
"v52981","v36809",5
"v52981","v37305",15
"v52981","v39163",86
"v52981","v40677",1
"v52981","v41524",10
"v52981","v45484",26
"v52981","v49537",96
"v52981","v49587",61
"v52981","v51010",61
"v52981","v51496",16
"v52981","v51689",87
"v52981","v51873",10
"v52981","v52399",40
"v52981","v52497",18
"v52981","v52639",87
"v52981","v53659",4
"v52981","v53660",88
"v52981","v53661",56
"v52981","v53662",83
"v52981","v53663",6
"v52981","v53664",39
"v52983","v469",67
"v52983","v2738",9
"v52983","v7227",27
"v52983","v15317",91
"v52983","v41442",14
"v52983","v43367",62
"v52983","v43639",35
"v52983","v46517",95
"v52983","v48043",53
"v52983","v53874",72
"v52986","v3755",87
"v52986","v12346",74
"v52986","v14529",48
"v52986","v15595",76
"v52986","v35867",63
"v52986","v47401",75
"v52986","v48829",16
"v52986","v50220",88
"v52986","v53869",50
"v52986","v53875",17
"v52987","v6607",12
"v52987","v10850",82
"v52987","v10924",94
"v52987","v11145",60
"v52987","v30153",14
"v52987","v40659",60
"v52987","v43480",13
"v52987","v52843",16
"v52987","v53712",73
"v52987","v53713",65
"v52991","v17338",73
"v52991","v49169",48
"v52991","v51072",20
"v52991","v51964",1
"v52991","v52606",68
"v52991","v54287",87
"v52991","v55300",72
"v52991","v55301",9
"v52991","v55302",50
"v52992","v18557",49
"v52992","v35981",15
"v52992","v36357",45
"v52992","v40286",18
"v52992","v43832",57
"v52992","v44234",98
"v52992","v53228",47
"v52992","v53470",55
"v52992","v53471",75
"v52992","v53472",77
"v53004","v15346",98
"v53004","v23441",50
"v53004","v37911",99
"v53004","v40725",11
"v53004","v49488",59
"v53004","v53042",12
"v53004","v53043",12
"v53004","v53044",65
"v53004","v53045",35
"v53004","v53046",99
"v53005","v91",98
"v53005","v3102",19
"v53005","v5344",28
"v53005","v7613",82
"v53005","v11199",9
"v53005","v23355",23
"v53005","v36510",59
"v53005","v50075",81
"v53005","v51146",14
"v53005","v53047",9
"v53006","v14007",54
"v53006","v24972",71
"v53006","v25833",73
"v53006","v28186",59
"v53006","v50071",9
"v53006","v53866",39
"v53006","v53867",44
"v53006","v53868",100
"v53006","v53869",63
"v53006","v53870",3
"v53009","v12396",56
"v53009","v15480",76
"v53009","v26021",39
"v53009","v30043",56
"v53009","v42910",8
"v53009","v44913",17
"v53009","v54192",85
"v53009","v54193",2
"v53009","v54194",6
"v53010","v17447",32
"v53010","v17512",100
"v53010","v23074",67
"v53010","v26464",11
"v53010","v41054",56
"v53010","v41087",92
"v53010","v54081",4
"v53010","v54195",14
"v53010","v54196",46
"v53015","v7758",16
"v53015","v19157",63
"v53015","v32079",33
"v53015","v39636",9
"v53015","v54407",47
"v53015","v54408",18
"v53015","v54409",53
"v53015","v54410",96
"v53015","v54411",61
"v53015","v54412",26
"v53017","v3806",67
"v53017","v11990",51
"v53017","v28722",68
"v53017","v44080",11
"v53017","v46064",68
"v53017","v53934",85
"v53017","v53935",32
"v53017","v53936",88
"v53017","v53937",98
"v53020","v1215",39
"v53020","v3008",88
"v53020","v4296",56
"v53020","v35885",42
"v53020","v53357",49
"v53020","v53358",1
"v53020","v53359",4
"v53020","v53360",81
"v53020","v53361",99
"v53020","v53362",5
"v53021","v387",7
"v53021","v2031",20
"v53021","v4114",5
"v53021","v6977",97
"v53021","v10058",16
"v53021","v14336",3
"v53021","v22590",76
"v53021","v25329",89
"v53021","v26829",72
"v53021","v28664",49
"v53021","v37853",13
"v53021","v40055",46
"v53021","v40229",9
"v53021","v44649",28
"v53021","v45114",99
"v53021","v46606",28
"v53021","v50690",10
"v53021","v51786",61
"v53021","v53108",70
"v53021","v53109",10
"v53021","v53110",19
"v53021","v53111",76
"v53024","v11903",100
"v53024","v36011",55
"v53024","v49561",60
"v53024","v51947",45
"v53024","v54329",36
"v53024","v54790",69
"v53024","v54791",59
"v53024","v54792",41
"v53024","v54793",53
"v53024","v54794",8
"v53027","v741",68
"v53027","v1793",52
"v53027","v27702",65
"v53027","v28816",13
"v53027","v41716",64
"v53027","v47389",60
"v53027","v48537",20
"v53027","v50556",14
"v53027","v54539",14
"v53027","v54917",56
"v53028","v430",97
"v53028","v2863",62
"v53028","v6511",90
"v53028","v29239",74
"v53028","v53197",16
"v53028","v54918",39
"v53028","v54919",36
"v53028","v54920",15
"v53028","v54921",91
"v53028","v54922",76
"v53032","v4313",18
"v53032","v16927",5
"v53032","v17781",42
"v53032","v26430",93
"v53032","v27842",43
"v53032","v40469",84
"v53032","v49438",95
"v53032","v52788",22
"v53032","v53189",57
"v53032","v53190",51
"v53033","v3460",97
"v53033","v7403",64
"v53033","v7908",4
"v53033","v10770",79
"v53033","v17338",23
"v53033","v51673",54
"v53033","v53322",81
"v53033","v53697",48
"v53033","v53698",46
"v53033","v53699",55
"v53034","v13723",50
"v53034","v16477",43
"v53034","v16906",67
"v53034","v19643",80
"v53034","v42434",95
"v53034","v48972",86
"v53034","v49725",26
"v53034","v53901",63
"v53034","v54175",20
"v53036","v4901",84
"v53036","v5764",34
"v53036","v21678",26
"v53036","v23257",22
"v53036","v52660",17
"v53036","v53217",14
"v53036","v53335",87
"v53036","v53336",70
"v53036","v53337",68
"v53036","v53338",4
"v53037","v53158",28
"v53037","v53159",7
"v53037","v53160",76
"v53039","v3463",43
"v53039","v9633",62
"v53039","v14130",55
"v53039","v15656",94
"v53039","v45011",98
"v53039","v52296",34
"v53039","v52851",23
"v53039","v53161",26
"v53039","v53162",69
"v53039","v53163",69
"v53043","v23449",34
"v53043","v25588",66
"v53043","v29995",69
"v53043","v41117",1
"v53043","v41941",13
"v53043","v43388",60
"v53043","v51227",17
"v53043","v53629",42
"v53043","v53630",4
"v53043","v53631",40
"v53044","v19370",83
"v53044","v24238",4
"v53044","v24504",13
"v53044","v28564",90
"v53044","v46703",69
"v53044","v53632",23
"v53044","v53633",37
"v53044","v53634",14
"v53044","v53635",40
"v53050","v7366",92
"v53050","v28664",17
"v53050","v29931",98
"v53050","v36051",57
"v53050","v53153",18
"v53050","v53154",39
"v53050","v53155",76
"v53050","v53156",65
"v53050","v53157",34
"v53063","v20545",91
"v53063","v44754",56
"v53063","v47582",78
"v53063","v53536",4
"v53063","v55178",43
"v53063","v58422",5
"v53063","v58423",80
"v53063","v58424",43
"v53063","v58425",5
"v53074","v10913",71
"v53074","v32367",3
"v53074","v37451",42
"v53074","v39618",27
"v53074","v45006",80
"v53074","v53224",60
"v53074","v53225",43
"v53074","v53226",65
"v53078","v5598",81
"v53078","v8689",46
"v53078","v16752",23
"v53078","v18359",17
"v53078","v31870",86
"v53078","v34784",92
"v53078","v36399",83
"v53078","v42865",21
"v53078","v43718",7
"v53078","v55166",80
"v53090","v5887",54
"v53090","v34791",75
"v53090","v51169",63
"v53090","v55668",84
"v53090","v55669",56
"v53090","v55670",12
"v53090","v55671",86
"v53090","v55672",15
"v53090","v55673",80
"v53090","v55674",5
"v53096","v413",64
"v53096","v4661",42
"v53096","v31162",65
"v53096","v41762",71
"v53096","v48407",19
"v53096","v53053",54
"v53096","v53497",94
"v53096","v53498",43
"v53096","v53499",47
"v53096","v53500",1
"v53098","v961",30
"v53098","v6967",49
"v53098","v20448",4
"v53098","v21182",39
"v53098","v31115",100
"v53098","v34718",92
"v53098","v42409",82
"v53098","v53452",78
"v53098","v53453",23
"v53098","v53454",37
"v53099","v1709",63
"v53099","v4246",99
"v53099","v25594",67
"v53099","v28706",90
"v53099","v34223",35
"v53099","v37004",27
"v53099","v38497",73
"v53099","v47041",1
"v53099","v53455",21
"v53099","v53456",18
"v53111","v1148",97
"v53111","v5532",3
"v53111","v8638",59
"v53111","v19065",60
"v53111","v40357",20
"v53111","v53817",45
"v53111","v54806",6
"v53111","v54845",15
"v53111","v54846",87
"v53111","v54847",30
"v53115","v5151",17
"v53115","v5729",43
"v53115","v7638",21
"v53115","v41968",27
"v53115","v53775",2
"v53115","v53776",8
"v53115","v53777",26
"v53115","v53778",32
"v53115","v53779",67
"v53115","v53780",68
"v53117","v10494",6
"v53117","v28101",90
"v53117","v39752",51
"v53117","v55055",58
"v53117","v55130",23
"v53117","v55131",55
"v53117","v55132",99
"v53117","v55133",69
"v53117","v55134",19
"v53117","v55135",1
"v53125","v19792",34
"v53125","v22212",61
"v53125","v33783",13
"v53125","v36042",48
"v53125","v37582",18
"v53125","v44942",55
"v53125","v49452",34
"v53125","v52882",41
"v53125","v53665",53
"v53125","v53666",58
"v53126","v1079",27
"v53126","v10791",92
"v53126","v14040",9
"v53126","v29550",14
"v53126","v33344",54
"v53126","v48468",42
"v53126","v52863",8
"v53126","v53667",93
"v53126","v53668",95
"v53126","v53669",90
"v53128","v141",44
"v53128","v4064",14
"v53128","v24078",71
"v53128","v30610",5
"v53128","v39375",41
"v53128","v45431",100
"v53128","v53435",85
"v53128","v54057",52
"v53128","v54058",41
"v53133","v961",6
"v53133","v13578",44
"v53133","v20386",47
"v53133","v21034",84
"v53133","v30035",7
"v53133","v44542",58
"v53133","v52640",86
"v53133","v53265",1
"v53133","v53266",20
"v53133","v53267",27
"v53138","v1511",88
"v53140","v48854",5
"v53141","v3357",84
"v53141","v15236",67
"v53141","v23080",91
"v53141","v45326",17
"v53141","v54839",49
"v53141","v55383",74
"v53141","v56340",44
"v53141","v56341",1
"v53141","v56342",33
"v53145","v1441",40
"v53145","v6164",24
"v53145","v6962",96
"v53145","v22864",69
"v53145","v24211",43
"v53145","v45136",20
"v53145","v53953",84
"v53145","v53954",82
"v53145","v53955",5
"v53146","v8141",91
"v53146","v8359",16
"v53146","v23676",33
"v53146","v26530",33
"v53146","v36461",69
"v53146","v44241",37
"v53146","v48765",45
"v53146","v53293",57
"v53146","v53294",86
"v53146","v53295",1
"v53149","v12341",44
"v53149","v24257",2
"v53150","v9396",27
"v53150","v44624",1
"v53150","v46064",53
"v53150","v46632",7
"v53150","v48811",63
"v53150","v53283",92
"v53150","v53284",80
"v53150","v53285",73
"v53150","v53286",68
"v53150","v53287",85
"v53151","v2500",98
"v53151","v33900",39
"v53151","v42322",33
"v53151","v46434",12
"v53151","v51560",7
"v53151","v52547",90
"v53151","v52998",97
"v53151","v53288",56
"v53151","v53289",22
"v53151","v53290",9
"v53160","v3599",82
"v53160","v8168",72
"v53160","v10401",10
"v53160","v14001",58
"v53160","v32747",76
"v53160","v33178",13
"v53160","v40892",34
"v53160","v53339",46
"v53160","v53340",31
"v53160","v53341",39
"v53163","v4114",2
"v53163","v9405",52
"v53163","v11745",66
"v53163","v25575",37
"v53163","v26209",35
"v53163","v27712",86
"v53163","v48913",67
"v53163","v54141",50
"v53163","v54142",6
"v53163","v54143",22
"v53164","v21764",40
"v53164","v25706",32
"v53164","v28557",51
"v53164","v35654",8
"v53164","v40276",35
"v53164","v51405",77
"v53164","v54212",90
"v53164","v54213",6
"v53164","v54214",43
"v53164","v54215",79
"v53179","v6134",58
"v53179","v8511",30
"v53179","v11188",9
"v53179","v11189",74
"v53179","v11869",39
"v53179","v15346",71
"v53179","v17826",66
"v53179","v21100",1
"v53179","v53601",6
"v53179","v53602",16
"v53180","v13848",39
"v53180","v40693",11
"v53180","v52869",21
"v53180","v53603",74
"v53180","v53604",45
"v53180","v53605",1
"v53180","v53606",50
"v53180","v53607",70
"v53180","v53608",81
"v53180","v53609",57
"v53181","v2372",93
"v53181","v19212",95
"v53181","v22133",35
"v53181","v32630",98
"v53181","v41106",76
"v53181","v49512",8
"v53181","v52513",43
"v53181","v53610",31
"v53181","v53611",31
"v53181","v53612",48
"v53183","v27744",14
"v53183","v36883",80
"v53183","v38154",42
"v53183","v53613",74
"v53183","v53614",82
"v53183","v53615",9
"v53183","v53616",97
"v53183","v53617",67
"v53183","v53618",77
"v53183","v53619",25
"v53187","v10130",100
"v53187","v13944",16
"v53187","v17327",26
"v53187","v41296",26
"v53187","v42763",85
"v53187","v46089",45
"v53187","v50738",97
"v53187","v53436",20
"v53187","v53437",90
"v53187","v53438",49
"v53188","v1932",7
"v53188","v16669",8
"v53188","v43611",90
"v53188","v53439",15
"v53188","v53440",29
"v53188","v53441",72
"v53188","v53442",49
"v53188","v53443",74
"v53188","v53444",27
"v53188","v53445",91
"v53191","v6613",14
"v53191","v17532",88
"v53191","v18772",10
"v53191","v42128",24
"v53191","v44449",25
"v53191","v46993",26
"v53191","v49616",10
"v53191","v54505",4
"v53191","v54506",94
"v53191","v54507",66
"v53193","v4590",22
"v53193","v27430",49
"v53193","v31180",80
"v53193","v44251",89
"v53193","v46654",6
"v53193","v49014",88
"v53193","v54514",46
"v53193","v54515",81
"v53193","v54516",40
"v53193","v54517",42
"v53194","v21756",94
"v53194","v32042",14
"v53194","v36138",94
"v53194","v43016",36
"v53194","v47129",42
"v53194","v51805",56
"v53194","v51995",22
"v53194","v53530",68
"v53194","v53531",11
"v53194","v53532",93
"v53195","v27589",63
"v53195","v32820",13
"v53195","v48143",81
"v53195","v48384",98
"v53195","v50608",68
"v53195","v50791",14
"v53195","v51847",83
"v53195","v51873",74
"v53195","v53533",68
"v53195","v53534",100
"v53196","v5361",49
"v53196","v10452",84
"v53196","v36994",59
"v53196","v39976",5
"v53196","v48122",74
"v53196","v53535",69
"v53196","v53536",33
"v53196","v53537",91
"v53196","v53538",60
"v53196","v53539",98
"v53197","v2307",6
"v53197","v16948",63
"v53197","v32979",55
"v53197","v33094",12
"v53197","v35507",25
"v53197","v35560",71
"v53197","v38768",75
"v53197","v43580",91
"v53197","v53386",79
"v53197","v53540",80
"v53201","v1528",100
"v53201","v8846",30
"v53201","v22320",1
"v53201","v33320",26
"v53201","v45672",4
"v53201","v49858",35
"v53201","v53231",20
"v53201","v53232",47
"v53201","v53233",76
"v53201","v53234",78
"v53215","v5637",71
"v53215","v10588",39
"v53215","v30044",24
"v53215","v32019",48
"v53215","v37152",70
"v53215","v46754",35
"v53215","v49875",23
"v53215","v50553",41
"v53215","v51373",73
"v53215","v53555",73
"v53218","v22882",18
"v53218","v34183",20
"v53218","v34184",39
"v53218","v35544",19
"v53218","v38446",74
"v53218","v52871",91
"v53218","v53306",67
"v53218","v56073",16
"v53218","v56074",97
"v53223","v16717",44
"v53223","v53424",72
"v53223","v53425",46
"v53225","v3401",17
"v53225","v12073",86
"v53225","v12306",37
"v53225","v54484",34
"v53225","v54485",90
"v53225","v54486",78
"v53225","v54487",36
"v53225","v54488",20
"v53225","v54489",15
"v53225","v54490",57
"v53230","v2089",76
"v53230","v11757",68
"v53230","v17748",73
"v53230","v26739",8
"v53230","v34350",13
"v53230","v53024",20
"v53230","v54009",11
"v53230","v56265",93
"v53230","v56266",20
"v53230","v56267",35
"v53231","v2401",20
"v53231","v6500",51
"v53231","v11573",75
"v53231","v29398",81
"v53231","v30267",24
"v53231","v48070",3
"v53231","v51074",60
"v53231","v54284",76
"v53231","v54285",54
"v53231","v54286",26
"v53234","v28951",97
"v53234","v54293",80
"v53241","v637",48
"v53241","v19376",7
"v53241","v19772",35
"v53241","v25674",30
"v53241","v51436",3
"v53241","v52790",89
"v53241","v53637",89
"v53241","v53638",2
"v53241","v53639",13
"v53241","v53640",67
"v53242","v51367",90
"v53242","v53641",17
"v53250","v13575",22
"v53250","v21221",39
"v53250","v23369",84
"v53250","v26221",66
"v53250","v54741",89
"v53250","v54742",11
"v53250","v54743",29
"v53250","v54744",12
"v53250","v54745",62
"v53250","v54746",72
"v53255","v51829",78
"v53257","v15829",12
"v53257","v17822",70
"v53257","v40305",5
"v53257","v56123",76
"v53257","v58997",21
"v53257","v58998",96
"v53257","v58999",95
"v53257","v59000",30
"v53257","v59001",66
"v53257","v59002",2
"v53265","v21034",1
"v53265","v53561",63
"v53270","v2576",28
"v53270","v11167",100
"v53270","v15883",2
"v53270","v24838",48
"v53270","v25158",5
"v53270","v42578",83
"v53270","v52509",33
"v53270","v52565",97
"v53270","v53963",70
"v53270","v53964",61
"v53275","v8662",27
"v53275","v19219",72
"v53275","v39683",63
"v53275","v48819",51
"v53275","v53314",30
"v53275","v53315",96
"v53275","v53316",92
"v53275","v53317",21
"v53275","v53318",44
"v53280","v198",13
"v53280","v6110",88
"v53280","v15031",56
"v53280","v16686",48
"v53280","v24503",22
"v53280","v25693",60
"v53280","v25780",99
"v53280","v26179",88
"v53280","v26180",90
"v53280","v53421",22
"v53283","v402",4
"v53283","v2691",78
"v53283","v7580",5
"v53283","v25511",15
"v53283","v34430",25
"v53283","v35667",35
"v53283","v36524",84
"v53283","v53890",20
"v53283","v54019",68
"v53283","v54020",85
"v53286","v7982",33
"v53286","v25659",25
"v53286","v33060",8
"v53286","v33178",90
"v53286","v46170",91
"v53286","v54021",14
"v53286","v54022",87
"v53286","v54023",72
"v53286","v54024",96
"v53291","v1388",46
"v53291","v14459",63
"v53291","v31604",41
"v53291","v32128",2
"v53291","v37889",98
"v53291","v44863",42
"v53291","v53769",49
"v53291","v54404",39
"v53291","v54405",34
"v53291","v54406",49
"v53294","v782",31
"v53294","v1851",100
"v53294","v11006",43
"v53294","v20782",43
"v53294","v23516",73
"v53294","v24735",71
"v53294","v28627",45
"v53294","v34277",89
"v53294","v53864",4
"v53294","v53865",68
"v53298","v12947",65
"v53298","v42865",10
"v53298","v43485",15
"v53298","v44544",84
"v53298","v46302",43
"v53298","v54985",88
"v53298","v55026",3
"v53298","v55027",88
"v53298","v55028",18
"v53298","v55029",82
"v53299","v2355",21
"v53299","v6913",82
"v53299","v35849",41
"v53299","v46166",41
"v53299","v49540",7
"v53299","v54036",62
"v53299","v55768",65
"v53299","v55945",14
"v53299","v56164",34
"v53299","v56165",15
"v53301","v7372",23
"v53301","v20620",69
"v53301","v34243",72
"v53301","v38083",56
"v53301","v42333",18
"v53301","v53946",13
"v53301","v55570",47
"v53301","v56903",65
"v53301","v56904",86
"v53305","v20517",95
"v53305","v28687",49
"v53305","v30536",58
"v53305","v32819",68
"v53305","v33323",42
"v53305","v33636",28
"v53305","v45392",36
"v53305","v51077",76
"v53305","v51287",7
"v53305","v53593",68
"v53306","v18564",26
"v53306","v28252",60
"v53306","v32708",48
"v53306","v38788",83
"v53306","v47781",10
"v53306","v52481",49
"v53306","v53594",8
"v53306","v53595",20
"v53306","v53596",42
"v53306","v53597",6
"v53309","v639",65
"v53309","v2177",23
"v53309","v2327",44
"v53309","v8523",76
"v53309","v22466",46
"v53309","v25002",67
"v53309","v35654",95
"v53309","v45039",55
"v53309","v53579",29
"v53309","v53918",33
"v53311","v6998",31
"v53311","v14475",15
"v53311","v43128",88
"v53311","v44739",71
"v53311","v52982",61
"v53311","v53603",86
"v53311","v53919",69
"v53311","v53920",8
"v53311","v53921",15
"v53311","v53922",88
"v53312","v2907",65
"v53312","v5359",50
"v53312","v5531",23
"v53312","v10325",54
"v53312","v17145",68
"v53312","v44159",79
"v53312","v45222",29
"v53312","v45696",54
"v53312","v47392",4
"v53312","v53923",92
"v53314","v14633",68
"v53317","v7538",49
"v53317","v13308",21
"v53317","v14567",72
"v53317","v22793",91
"v53317","v24921",16
"v53317","v32672",21
"v53317","v49479",25
"v53317","v52665",69
"v53317","v54607",13
"v53317","v54608",66
"v53323","v2068",84
"v53323","v9518",37
"v53323","v11955",83
"v53323","v20847",97
"v53323","v42742",51
"v53323","v50823",10
"v53323","v53802",90
"v53323","v53803",69
"v53323","v53804",13
"v53323","v53805",75
"v53324","v14066",66
"v53324","v20666",63
"v53324","v24235",73
"v53324","v34402",59
"v53324","v48703",89
"v53324","v51950",92
"v53324","v53806",2
"v53324","v53807",65
"v53324","v53808",74
"v53324","v53809",34
"v53326","v2177",92
"v53326","v15544",73
"v53326","v22456",66
"v53326","v39184",88
"v53326","v40043",71
"v53326","v53810",81
"v53326","v53811",73
"v53326","v53812",91
"v53326","v53813",4
"v53327","v1901",28
"v53327","v4131",96
"v53327","v4324",9
"v53327","v4535",37
"v53327","v4896",4
"v53327","v4898",55
"v53327","v5283",87
"v53327","v8576",78
"v53327","v13193",49
"v53327","v13820",90
"v53329","v17902",53
"v53329","v18971",64
"v53329","v22680",74
"v53329","v25672",63
"v53329","v32726",41
"v53329","v34277",38
"v53329","v34348",34
"v53329","v46890",48
"v53329","v49419",70
"v53329","v53587",5
"v53330","v1105",4
"v53330","v2494",78
"v53330","v3726",16
"v53330","v8236",24
"v53330","v17161",45
"v53330","v36145",91
"v53330","v39020",64
"v53330","v40715",18
"v53330","v45158",82
"v53330","v53588",37
"v53332","v32324",16
"v53332","v43422",4
"v53332","v45580",77
"v53332","v47908",46
"v53332","v52410",37
"v53332","v53494",10
"v53332","v53589",82
"v53332","v53590",56
"v53332","v53591",2
"v53332","v53592",10
"v53337","v5371",66
"v53337","v6156",51
"v53337","v32157",75
"v53337","v40234",21
"v53337","v41021",47
"v53337","v43426",29
"v53337","v50530",91
"v53337","v54713",68
"v53337","v54714",56
"v53339","v13991",76
"v53339","v22384",61
"v53339","v30190",89
"v53339","v31269",10
"v53339","v37285",17
"v53339","v44386",87
"v53339","v47590",32
"v53339","v53868",44
"v53339","v55140",91
"v53339","v55141",15
"v53342","v21369",69
"v53342","v54939",72
"v53347","v6396",9
"v53347","v8035",76
"v53347","v23264",29
"v53347","v27883",32
"v53347","v38300",78
"v53347","v52742",74
"v53347","v53675",99
"v53347","v53915",77
"v53347","v53916",97
"v53347","v53917",31
"v53350","v787",74
"v53350","v1622",10
"v53350","v14520",87
"v53350","v45956",68
"v53350","v52193",97
"v53350","v53877",98
"v53350","v53878",53
"v53350","v53879",25
"v53350","v53880",75
"v53350","v53881",21
"v53351","v2",57
"v53351","v564",73
"v53351","v19642",31
"v53351","v24412",55
"v53351","v29013",95
"v53351","v36686",93
"v53351","v48657",10
"v53351","v50107",53
"v53351","v53882",45
"v53351","v53883",96
"v53352","v11258",4
"v53352","v11313",32
"v53352","v29338",91
"v53352","v39182",12
"v53352","v51131",70
"v53352","v51435",43
"v53352","v54501",89
"v53352","v54502",96
"v53352","v54503",34
"v53352","v54504",57
"v53355","v113",29
"v53355","v12228",40
"v53355","v23802",86
"v53355","v29111",25
"v53355","v30334",91
"v53355","v43228",25
"v53355","v43324",23
"v53355","v53956",77
"v53355","v53957",94
